VALUE,EVT_NAME,LFRDB,EVT_FUEL,EVT_Fuel_N,EVT_LF,EVT_PHYS,EVT_GP,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
7813,Hawai'i Lowland Dry Forest,7813,2813,Tr Hawai'i Lowland Dry Forest,Tree,Hardwood,791,Hawai'i Dry Forest,LF 74: Hawai'i Dry Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,186,163,119,0.729412,0.639216,0.466667
7814,Hawai'i Lowland Mesic Forest,7814,2814,Tr Hawai'i Lowland Mesic Forest,Tree,Hardwood,792,Hawai'i Mesic Forest,LF 75: Hawai'i Mesic Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,92,0,0,0.360784,0
7815,Hawai'i Montane-Subalpine Dry Forest and Woodland,7815,2815,Tr Hawai'i Montane-Subalpine Dry Forest and Woodland,Tree,Hardwood,791,Hawai'i Dry Forest,LF 74: Hawai'i Dry Forest,Tree-dominated,Open tree canopy,Evergreen open tree canopy,186,163,119,0.729412,0.639216,0.466667
7816,Hawai'i Montane-Subalpine Mesic Forest,7816,2816,Tr Hawai'i Montane-Subalpine Mesic Forest,Tree,Hardwood,792,Hawai'i Mesic Forest,LF 75: Hawai'i Mesic Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,92,0,0,0.360784,0
7817,Hawai'i Lowland Dry Shrubland,7817,2817,Sh Hawai'i Lowland Dry Shrubland,Shrub,Shrubland,793,Hawai'i Dry Shrubland,LF 77: Hawai'i Dry Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,156,128,92,0.611765,0.501961,0.360784
7818,Hawai'i Lowland Mesic Shrubland,7818,2818,Sh Hawai'i Lowland Mesic Shrubland,Shrub,Shrubland,794,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,150,58,12,0.588235,0.227451,0.047059
7819,Hawai'i Lowland Dry Grassland,7819,2819,He Hawai'i Lowland Dry Grassland,Herb,Grassland,795,Hawai'i Dry Grassland,LF 79: Hawai'i Dry Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,251,121,54,0.984314,0.47451,0.211765
7820,Hawai'i Lowland Mesic Grassland,7820,2820,He Hawai'i Lowland Mesic Grassland,Herb,Grassland,796,Hawai'i Mesic Grassland,LF 78: Hawai'i Mesic Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,114,48,1,0.447059,0.188235
7821,Hawai'i Montane-Subalpine Dry Shrubland,7821,2821,Sh Hawai'i Montane-Subalpine Dry Shrubland,Shrub,Shrubland,793,Hawai'i Dry Shrubland,LF 77: Hawai'i Dry Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,156,128,92,0.611765,0.501961,0.360784
7822,Hawai'i Montane-Subalpine Dry Grassland,7822,2822,He Hawai'i Montane-Subalpine Dry Grassland,Herb,Grassland,795,Hawai'i Dry Grassland,LF 79: Hawai'i Dry Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,251,121,54,0.984314,0.47451,0.211765
7823,Hawai'i Montane-Subalpine Mesic Grassland,7823,2823,He Hawai'i Montane-Subalpine Mesic Grassland,Herb,Grassland,796,Hawai'i Mesic Grassland,LF 78: Hawai'i Mesic Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,114,48,1,0.447059,0.188235
7824,Hawai'i Alpine Dwarf-Shrubland,7824,2824,Sh Hawai'i Alpine Dwarf-Shrubland,Shrub,Shrubland,794,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Dwarf Shrubland,Evergreen dwarf-shrubland,150,58,12,0.588235,0.227451,0.047059
7826,Hawai'i Dry Coastal Strand Shrubland,7826,2826,Sh Hawai'i Dry Coastal Strand Shrubland,Shrub,Shrubland,794,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Dwarf Shrubland,Evergreen dwarf-shrubland,150,58,12,0.588235,0.227451,0.047059
7827,Hawai'i Wet-Mesic Coastal Strand,7827,2827,Sh Hawai'i Wet-Mesic Coastal Strand,Shrub,Shrubland,794,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,150,58,12,0.588235,0.227451,0.047059
7828,Hawai'i Subalpine Mesic Shrubland,7828,2828,Sh Hawai'i Subalpine Mesic Shrubland,Shrub,Shrubland,794,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,255,114,48,1,0.447059,0.188235
7829,Hawai'i Alpine Bedrock and Scree,7829,2829,Sps Hawai'i Alpine Bedrock and Scree,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7830,Hawai'i Dry Coastal Strand Sparse Vegetation,7826,2830,Sh Hawai'i Dry Coastal Strand Sparse Vegetation,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7831,Hawai'i Dry-Site Lava Flow,7831,2831,Sps Hawai'i Dry-Site Lava Flow,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7832,Hawai'I Floodplain Shrubland,7800,2800,Tr Hawai'i Floodplain Forest,Shrub,Riparian,798,Hawai'i Riparian Shrubland,LF 100: Hawai'i Riparian Forest,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,105,46,1,0.411765,0.180392
7833,Hawai'i Riparian Shrubland,7802,2802,Tr Hawai'i Riparian Forest and Shrubland,Shrub,Riparian,798,Hawai'i Riparian Shrubland,LF 101: Hawai'i Riparian Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,105,46,1,0.411765,0.180392
7834,Tropical Pacific Orchard,7834,2960,Dab Orchard,Tree,Agricultural,60,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,210,28,94,0.823529,0.109804,0.368627
7835,Tropical Pacific Bush fruit and Berries,7835,2962,Dab Bush Fruit and Berries,Shrub,Agricultural,62,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,210,28,119,0.823529,0.109804,0.466667
7836,Tropical Pacific Aquaculture,7836,2969,Da Aquaculture,Agriculture,Agricultural,69,Agricultural-Aquaculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,210,255,237,0.823529,1,0.929412
7837,Sugar Cane,7837,2970,Dab Sugar Cane,Herb,Agricultural,70,Agricultural-Sugar cane,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,255,119,0.980392,1,0.466667
7838,Caribbean Bush fruit and berries,7838,2962,Dab Bush Fruit and Berries,Shrub,Agricultural,62,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,210,28,119,0.823529,0.109804,0.466667
7860,Caribbean Coastal Dry Evergreen Forest,7860,2972,Tr Caribbean Coastal Dry Evergreen Forest,Tree,Hardwood,826,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen,0,92,0,0,0.360784,0
7861,Caribbean Coastal Mangrove,7861,2470,Tr Caribbean Coastal Wetland Systems,Tree,Riparian,678,Mangrove,SAF 106: Mangrove,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,91,195,199,0.356863,0.764706,0.780392
7862,Caribbean Coastal Rocky Shore,7862,2973,Sps Caribbean Coastal Rocky Shore,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7863,Caribbean Coastal Thornscrub,7863,2974,Sh Caribbean Coastal Thornscrub,Shrub,Shrubland,828,Caribbean Shrubland,LF 98: Caribbean Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
7864,Caribbean Dry Karst Shrubland,7864,2975,Sh Caribbean Dry Karst Shrubland,Shrub,Shrubland,828,Caribbean Shrubland,LF 98: Caribbean Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
7865,"Caribbean Edapho-Xerophilous ""Mogote"" Complex",7865,2976,"Tr Caribbean Edapho-Xerophilous ""Mogote"" Complex",Tree,Hardwood,822,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,96,255,71,0.376471,1,0.278431
7866,Caribbean Emergent Herbaceous Estuary,7866,2977,He Caribbean Emergent Herbaceous Estuary,Herb,Riparian,824,Caribbean Shrub/Herbaceous Wetland,LF 94: Caribbean Shrub/Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed,112,82,57,0.439216,0.321569,0.223529
7867,Caribbean Estuary Mangrove,7867,2470,Tr Caribbean Coastal Wetland Systems,Tree,Riparian,678,Mangrove,SAF 106: Mangrove,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
7868,Caribbean Floodplain Forest,7868,2978,Tr Caribbean Floodplain Forest,Tree,Riparian,826,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed,156,128,92,0.611765,0.501961,0.360784
7869,Caribbean Freshwater Marsh,7869,2979,He Caribbean Freshwater Marsh,Herb,Riparian,824,Caribbean Shrub/Herbaceous Wetland,LF 94: Caribbean Shrub/Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed,112,82,57,0.439216,0.321569,0.223529
7870,Caribbean Lowland Moist Serpentine Woodland,7870,2980,Tr Caribbean Lowland Moist Serpentine Woodland,Tree,Hardwood,821,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,222,0,0,0.870588,0
7871,Caribbean Montane Meadow,7871,2981,He Caribbean Montane Meadow,Herb,Grassland,829,Caribbean Herbaceous,LF 98: Caribbean Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,116,214,204,0.454902,0.839216,0.8
7872,Caribbean Montane Wet Elfin Forest,7872,2982,Tr Caribbean Montane Wet Elfin Forest,Tree,Hardwood,821,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,174,245,224,0.682353,0.960784,0.878431
7873,Caribbean Montane Wet Serpentine Woodland,7873,2983,Tr Caribbean Montane Wet Serpentine Woodland,Tree,Hardwood,821,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,222,0,0,0.870588,0
7874,Caribbean Montane Wet Short Shrubland,7874,2984,Sh Caribbean Montane Wet Short Shrubland,Shrub,Riparian,824,Caribbean Shrub/Herbaceous Wetland,LF 94: Caribbean Shrub/Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed,112,82,57,0.439216,0.321569,0.223529
7875,Caribbean Riparian Forest,7875,2985,Tr Caribbean Riparian Forest and Shrubland,Tree,Riparian,826,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed,156,128,92,0.611765,0.501961,0.360784
7876,Caribbean Salt Flat and Pond,7876,2986,Sps Caribbean Salt Flat and Pond,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7877,Caribbean Sand Beach Vegetation,7877,2987,Sps Caribbean Sand Beach Vegetation,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7878,Caribbean Sand Savanna,7878,2988,Tr Caribbean Sand Savanna,Tree,Hardwood,820,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous,131,222,110,0.513725,0.870588,0.431373
7879,Caribbean Seasonal Evergreen Lowland Forest,7879,2989,Tr Caribbean Seasonal Evergreen Lowland Forest,Tree,Hardwood,821,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,222,0,0,0.870588,0
7880,Caribbean Seasonal Evergreen Submontane/Lowland Forest,7880,2990,Tr Caribbean Seasonal Evergreen Submontane/Lowland Forest,Tree,Hardwood,821,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,222,0,0,0.870588,0
7881,Caribbean Semi-deciduous Lowland Forest,7881,2991,Tr Caribbean Semi-deciduous Lowland Forest,Tree,Hardwood,821,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,180,255,148,0.705882,1,0.580392
7882,Caribbean Serpentine Dry Scrub,7882,2992,Sh Caribbean Serpentine Dry Scrub,Shrub,Shrubland,828,Caribbean Shrubland,LF 98: Caribbean Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
7883,Caribbean Submontane/Montane Karstic Forest,7883,2993,Tr Caribbean Submontane/Montane Karstic Forest,Tree,Hardwood,825,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen,174,245,224,0.682353,0.960784,0.878431
7884,Caribbean Wet Montane Forest,7884,2994,Tr Caribbean Wet Montane Forest,Tree,Riparian,826,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed,156,128,92,0.611765,0.501961,0.360784
7885,Caribbean Wet Submontane/Lowland Forest,7885,2995,Tr Caribbean Wet Submontane/Lowland Forest,Tree,Riparian,826,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed,156,128,92,0.611765,0.501961,0.360784
7886,Stabilized Caribbean Dunes,7886,2996,Sps Stabilized Caribbean Dunes,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7887,Caribbean Floodplain Shrubland,7868,2978,Tr Caribbean Floodplain Forest,Shrub,Riparian,826,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed,156,128,92,0.611765,0.501961,0.360784
7888,Caribbean Riparian Shrubland,7875,2985,Tr Caribbean Riparian Forest and Shrubland,Shrub,Riparian,826,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed,156,128,92,0.611765,0.501961,0.360784
7900,Western Cool Temperate Urban Deciduous Forest,7900,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216,0.266667,0.537255
7901,Western Cool Temperate Urban Evergreen Forest,7901,2914,Dtc Urban Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667,0.4,0.803922
7902,Western Cool Temperate Urban Mixed Forest,7902,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,Developed,15,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.760784,0.619608,0.843137
7903,Western Cool Temperate Urban Herbaceous,7903,2916,Dgr Urban Herbaceous,Herb,Developed,16,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,202,122,245,0.792157,0.478431,0.960784
7904,Western Cool Temperate Urban Shrubland,7904,2917,Dsh Urban Shrubland,Shrub,Developed,17,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.811765,0.670588,0.843137
7905,Eastern Cool Temperate Urban Deciduous Forest,7905,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216,0.266667,0.537255
7906,Eastern Cool Temperate Urban Evergreen Forest,7906,2914,Dtc Urban Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667,0.4,0.803922
7907,Eastern Cool Temperate Urban Mixed Forest,7907,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,Developed,15,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.760784,0.619608,0.843137
7908,Eastern Cool Temperate Urban Herbaceous,7908,2916,Dgr Urban Herbaceous,Herb,Developed,16,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,202,122,245,0.792157,0.478431,0.960784
7909,Eastern Cool Temperate Urban Shrubland,7909,2917,Dsh Urban Shrubland,Shrub,Developed,17,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.811765,0.670588,0.843137
7910,Western Warm Temperate Urban Deciduous Forest,7910,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216,0.266667,0.537255
7911,Western Warm Temperate Urban Evergreen Forest,7911,2914,Dtc Urban Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667,0.4,0.803922
7912,Western Warm Temperate Urban Mixed Forest,7912,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,Developed,15,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.760784,0.619608,0.843137
7913,Western Warm Temperate Urban Herbaceous,7913,2916,Dgr Urban Herbaceous,Herb,Developed,16,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,202,122,245,0.792157,0.478431,0.960784
7914,Western Warm Temperate Urban Shrubland,7914,2917,Dsh Urban Shrubland,Shrub,Developed,17,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.811765,0.670588,0.843137
7915,Eastern Warm Temperate Urban Deciduous Forest,7915,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216,0.266667,0.537255
7916,Eastern Warm Temperate Urban Evergreen Forest,7916,2914,Dtc Urban Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667,0.4,0.803922
7917,Eastern Warm Temperate Urban Mixed Forest,7917,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,Developed,15,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.760784,0.619608,0.843137
7918,Eastern Warm Temperate Urban Herbaceous,7918,2916,Dgr Urban Herbaceous,Herb,Developed,16,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,202,122,245,0.792157,0.478431,0.960784
7919,Eastern Warm Temperate Urban Shrubland,7919,2917,Dsh Urban Shrubland,Shrub,Developed,17,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.811765,0.670588,0.843137
7920,Western Cool Temperate Developed Deciduous Forest,7920,2908,Dtd Developed Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.25098,0.239216,0.658824
7921,Western Cool Temperate Developed Evergreen Forest,7921,2909,Dtc Developed Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102,119,205,0.4,0.466667,0.803922
7922,Western Cool Temperate Developed Mixed Forest,7922,2910,Dtm Developed Mixed Deciduous-Evergreen Forest,Tree,Developed,15,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,68,79,137,0.266667,0.309804,0.537255
7923,Western Cool Temperate Developed Shrubland,7923,2912,Dsh Developed Shrubland,Shrub,Developed,17,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,122,142,245,0.478431,0.556863,0.960784
7924,Western Cool Temperate Developed Herbaceous,7924,2911,Dgr Developed Herbaceous,Herb,Developed,16,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,158,170,215,0.619608,0.666667,0.843137
